 10 
 250 3120 
 92 161 54 
 92 162 -73 
 92 168 -14 
 92 173 31 
 92 182 -11 
 92 187 -11 
 92 195 84 
 92 197 32 
 92 212 -78 
 92 229 44 
 92 238 59 
 93 94 36 
 93 95 3 
 93 96 -35 
 93 103 13 
 93 116 36 
 93 131 91 
 93 137 -97 
 93 145 -46 
 93 146 -96 
 93 182 83 
 93 192 46 
 93 218 96 
 93 228 8 
 93 239 32 
 93 249 61 
 94 156 95 
 94 171 8 
 94 183 90 
 94 196 -91 
 94 203 -21 
 94 205 16 
 94 206 2 
 94 231 64 
 94 239 -53 
 94 242 43 
 94 244 33 
 95 101 64 
 95 117 -83 
 95 122 -42 
 95 124 78 
 95 135 -57 
 95 140 33 
 95 146 89 
 95 154 53 
 95 166 -50 
 95 171 -30 
 95 180 96 
 95 190 -4 
 95 198 -30 
 95 206 83 
 95 215 100 
 95 241 -23 
 95 249 20 
 96 111 -85 
 96 117 74 
 96 129 -91 
 96 130 -4 
 96 137 -81 
 96 161 -79 
 96 170 86 
 96 174 69 
 96 184 41 
 96 187 51 
 96 189 65 
 96 191 -31 
 96 199 -69 
 96 200 28 
 96 211 50 
 96 215 40 
 96 217 -90 
 96 221 -32 
 96 223 55 
 96 237 -13 
 96 249 -52 
 97 102 84 
 97 117 75 
 97 128 29 
 97 133 -6 
 97 148 4 
 97 154 40 
 97 155 -60 
 97 157 64 
 97 159 57 
 97 200 8 
 97 203 -14 
 97 204 -56 
 97 206 -50 
 97 211 3 
 97 216 6 
 97 220 -15 
 97 225 45 
 98 99 97 
 98 102 86 
 98 115 13 
 98 129 -33 
 98 131 21 
 98 136 -73 
 98 162 -68 
 98 169 17 
 98 176 -46 
 98 186 -39 
 98 204 -38 
 98 208 -56 
 98 209 -29 
 98 228 79 
 98 229 4 
 99 106 -78 
 99 128 -51 
 99 130 -81 
 99 132 34 
 99 136 13 
 99 169 -16 
 99 172 -46 
 99 192 67 
 99 195 27 
 99 207 52 
 99 237 49 
 99 239 -64 
 100 102 -14 
 100 137 -35 
 100 147 -83 
 100 148 -20 
 100 177 33 
 100 189 -36 
 100 202 -6 
 100 210 -17 
 100 220 -35 
 100 221 -71 
 100 223 95 
 100 231 -16 
 101 111 -21 
 101 140 42 
 101 149 -50 
 101 157 4 
 101 158 -31 
 101 169 19 
 101 170 -24 
 101 171 29 
 101 195 -34 
 101 198 -81 
 101 225 9 
 101 228 -21 
 101 229 47 
 101 245 84 
 101 248 7 
 102 113 -53 
 102 120 18 
 102 123 66 
 102 128 33 
 102 142 43 
 102 145 27 
 102 147 70 
 102 150 37 
 102 152 -54 
 102 153 -44 
 102 165 66 
 102 173 26 
 102 178 45 
 102 187 -41 
 102 188 54 
 102 205 39 
 102 210 -7 
 102 211 88 
 102 215 -9 
 102 218 -78 
 102 226 84 
 102 231 53 
 102 236 27 
 102 245 -99 
 103 111 -91 
 103 117 69 
 103 147 -52 
 103 157 64 
 103 161 -29 
 103 179 -43 
 103 185 -76 
 103 194 25 
 103 208 88 
 103 209 -27 
 103 211 -22 
 103 247 -6 
 104 117 -5 
 104 123 -30 
 104 137 88 
 104 143 -34 
 104 144 5 
 104 154 -69 
 104 180 69 
 104 182 -18 
 104 185 94 
 104 192 69 
 104 194 -14 
 104 196 -99 
 104 211 67 
 104 212 -9 
 104 215 -6 
 104 221 16 
 104 235 -86 
 104 250 -4 
 105 126 -33 
 105 131 2 
 105 137 15 
 105 148 79 
 105 161 65 
 105 173 86 
 105 183 15 
 105 199 -4 
 105 210 55 
 105 215 25 
 105 219 -62 
 105 228 88 
 105 233 66 
 105 236 14 
 105 238 45 
 105 240 -19 
 106 110 85 
 106 114 64 
 106 116 94 
 106 119 -41 
 106 127 95 
 106 152 -72 
 106 164 23 
 106 169 -45 
 106 173 28 
 106 184 14 
 106 187 -59 
 106 191 45 
 106 197 -52 
 106 198 92 
 106 204 41 
 106 207 31 
 106 210 59 
 106 211 54 
 106 216 54 
 106 217 -79 
 106 220 -21 
 106 234 -35 
 106 248 61 
 107 116 12 
 107 151 -27 
 107 154 -81 
 107 166 -35 
 107 178 -46 
 107 185 -40 
 107 194 55 
 107 203 -20 
 107 209 56 
 107 217 -66 
 107 246 66 
 108 112 80 
 108 128 49 
 108 133 -87 
 108 143 -2 
 108 147 35 
 108 149 32 
 108 163 45 
 108 172 -33 
 108 177 95 
 108 183 -23 
 108 189 -57 
 108 219 93 
 108 242 50 
 109 111 22 
 109 113 -93 
 109 114 -99 
 109 122 97 
 109 141 67 
 109 143 -13 
 109 147 58 
 109 168 -54 
 109 171 6 
 109 184 14 
 109 190 41 
 109 191 16 
 109 195 20 
 109 198 -45 
 109 208 98 
 109 211 27 
 109 214 7 
 109 229 59 
 109 233 15 
 109 234 86 
 109 238 -39 
 109 241 78 
 109 244 9 
 109 246 9 
 109 249 35 
 110 115 25 
 110 119 30 
 110 141 -72 
 110 148 -30 
 110 150 -30 
 110 152 32 
 110 172 55 
 110 196 -85 
 110 197 -68 
 110 203 11 
 110 207 -12 
 110 210 45 
 110 218 -12 
 110 240 -67 
 111 133 -37 
 111 135 52 
 111 143 1 
 111 147 -82 
 111 171 18 
 111 177 17 
 111 187 56 
 111 209 13 
 111 223 71 
 111 237 -66 
 111 241 24 
 112 112 44 
 112 147 -25 
 112 151 -78 
 112 159 -66 
 112 160 -54 
 112 165 67 
 112 175 -7 
 112 183 17 
 112 187 75 
 112 188 -9 
 112 207 -8 
 112 224 30 
 112 226 22 
 112 238 58 
 112 249 56 
 112 250 15 
 113 121 73 
 113 123 43 
 113 138 -41 
 113 145 -42 
 113 147 -98 
 113 153 -9 
 113 161 37 
 113 162 -51 
 113 167 28 
 113 171 72 
 113 178 98 
 113 183 37 
 113 197 83 
 113 202 -78 
 113 220 -76 
 113 249 99 
 114 127 -71 
 114 143 86 
 114 160 -97 
 114 162 -4 
 114 170 -74 
 114 199 -44 
 114 200 68 
 114 215 92 
 114 219 92 
 114 229 26 
 114 244 77 
 114 247 -80 
 114 249 -5 
 115 128 67 
 115 142 94 
 115 144 53 
 115 148 96 
 115 156 -31 
 115 158 50 
 115 167 -88 
 115 172 23 
 115 179 60 
 115 193 -37 
 115 200 -40 
 115 241 78 
 116 135 54 
 116 143 27 
 116 157 -27 
 116 163 -35 
 116 164 -24 
 116 177 92 
 116 187 53 
 116 192 23 
 116 208 70 
 116 223 22 
 116 227 -1 
 116 237 81 
 116 243 85 
 117 123 -28 
 117 126 -10 
 117 130 8 
 117 138 -20 
 117 141 -1 
 117 154 98 
 117 160 92 
 117 170 7 
 117 182 76 
 117 198 -74 
 117 200 -47 
 117 209 -77 
 117 210 45 
 117 222 -86 
 117 228 40 
 117 235 18 
 117 237 -14 
 117 240 54 
 118 123 51 
 118 133 -68 
 118 135 62 
 118 154 -10 
 118 172 -22 
 118 181 71 
 118 187 -62 
 118 211 -47 
 118 215 80 
 118 227 -27 
 118 229 20 
 118 247 4 
 119 121 5 
 119 124 81 
 119 130 -5 
 119 140 -43 
 119 145 -59 
 119 156 -29 
 119 194 92 
 119 207 -40 
 119 218 91 
 119 229 -34 
 119 239 11 
 119 244 46 
 119 245 97 
 119 249 -40 
 120 122 55 
 120 132 19 
 120 149 67 
 120 155 48 
 120 158 -61 
 120 162 42 
 120 169 -25 
 120 170 60 
 120 177 14 
 120 182 -51 
 120 204 -96 
 120 209 -26 
 120 212 69 
 120 214 -93 
 120 232 17 
 120 237 42 
 121 146 32 
 121 150 -93 
 121 168 32 
 121 170 7 
 121 173 87 
 121 177 -99 
 121 184 -23 
 121 219 -75 
 121 226 62 
 121 228 81 
 121 230 88 
 121 237 57 
 121 242 3 
 121 250 -98 
 122 136 56 
 122 148 -58 
 122 152 -6 
 122 154 75 
 122 165 -34 
 122 185 24 
 122 187 40 
 122 188 69 
 122 204 53 
 122 209 4 
 122 228 -8 
 122 240 72 
 122 245 -40 
 122 250 30 
 123 125 96 
 123 126 40 
 123 129 36 
 123 132 -70 
 123 141 89 
 123 159 -18 
 123 194 -52 
 123 199 -40 
 123 205 -94 
 123 210 -18 
 123 218 -58 
 123 224 -96 
 123 234 17 
 123 238 -20 
 123 242 12 
 123 250 88 
 124 134 -29 
 124 135 -70 
 124 147 -99 
 124 150 42 
 124 152 -18 
 124 157 -80 
 124 177 -88 
 124 227 -92 
 124 232 19 
 125 147 75 
 125 169 29 
 125 171 -93 
 125 188 -36 
 125 192 -32 
 125 209 12 
 125 228 -29 
 126 145 20 
 126 146 17 
 126 158 -49 
 126 162 47 
 126 164 80 
 126 194 -37 
 126 196 16 
 126 202 97 
 126 215 60 
 126 225 98 
 126 233 99 
 127 134 2 
 127 146 15 
 127 159 100 
 127 169 19 
 127 175 100 
 127 197 -63 
 127 199 -28 
 127 217 -47 
 128 128 46 
 128 129 -40 
 128 132 -4 
 128 135 77 
 128 144 99 
 128 153 17 
 128 154 -26 
 128 173 -12 
 128 175 93 
 128 177 11 
 128 207 -5 
 128 208 -44 
 128 226 72 
 128 227 23 
 128 238 76 
 128 243 -86 
 128 244 45 
 128 249 -28 
 129 129 10 
 129 133 -65 
 129 137 91 
 129 156 27 
 129 158 -12 
 129 177 19 
 129 196 -92 
 129 205 -58 
 129 210 92 
 129 219 -52 
 129 224 -85 
 130 137 36 
 130 141 -69 
 130 158 83 
 130 203 -19 
 130 235 82 
 130 241 5 
 131 150 7 
 131 161 1 
 131 169 -58 
 131 174 39 
 131 190 -19 
 131 195 -15 
 131 222 41 
 131 228 91 
 131 232 -4 
 132 135 2 
 132 142 -19 
 132 147 83 
 132 148 91 
 132 168 -18 
 132 184 61 
 132 201 -58 
 132 203 41 
 132 216 -21 
 132 217 -95 
 132 221 88 
 132 224 -83 
 132 236 40 
 132 238 95 
 132 248 -85 
 133 136 -22 
 133 138 -35 
 133 139 85 
 133 156 -27 
 133 162 50 
 133 167 88 
 133 191 -99 
 133 195 32 
 133 196 17 
 133 234 81 
 133 235 23 
 133 244 51 
 134 134 25 
 134 140 -76 
 134 143 -83 
 134 169 -98 
 134 181 76 
 134 195 -76 
 134 208 -55 
 134 213 99 
 135 135 -9 
 135 136 73 
 135 144 -5 
 135 149 26 
 135 154 10 
 135 164 -93 
 135 167 -77 
 135 210 78 
 135 216 49 
 135 228 16 
 135 243 -93 
 135 247 30 
 136 148 4 
 136 153 74 
 136 156 74 
 136 157 -67 
 136 166 -85 
 136 176 21 
 136 183 69 
 136 187 -18 
 136 189 -30 
 136 192 -72 
 136 203 -30 
 136 217 27 
 136 228 2 
 136 233 -64 
 136 235 -55 
 136 250 59 
 137 147 -38 
 137 160 28 
 137 178 -89 
 137 194 -53 
 137 196 32 
 137 202 92 
 137 207 44 
 137 208 -50 
 137 212 -98 
 137 218 -51 
 137 227 -49 
 137 231 59 
 137 248 77 
 138 168 -51 
 138 177 -86 
 138 184 70 
 138 192 -92 
 138 217 -36 
 138 230 80 
 138 241 56 
 138 242 79 
 138 247 -62 
 139 142 -47 
 139 157 90 
 139 161 -41 
 139 191 -55 
 139 193 -36 
 139 196 26 
 139 208 77 
 139 211 -88 
 139 215 16 
 139 229 14 
 139 231 21 
 139 235 51 
 140 148 81 
 140 157 -64 
 140 170 6 
 140 173 10 
 140 194 93 
 140 204 -17 
 140 210 -37 
 140 212 -13 
 140 216 -6 
 140 218 -57 
 140 219 6 
 140 223 -14 
 140 232 -37 
 140 243 -96 
 140 246 -55 
 140 247 31 
 140 249 9 
 141 141 -13 
 141 142 83 
 141 153 -36 
 141 154 -88 
 141 220 -24 
 141 230 -29 
 141 231 85 
 141 234 17 
 141 237 80 
 141 248 -11 
 142 143 -77 
 142 158 3 
 142 162 -98 
 142 216 -4 
 142 217 39 
 142 236 44 
 142 237 -35 
 142 238 77 
 143 150 100 
 143 158 -92 
 143 174 -20 
 143 179 13 
 143 180 -42 
 143 225 34 
 143 243 62 
 144 148 -58 
 144 158 -28 
 144 159 16 
 144 164 82 
 144 172 -76 
 144 176 53 
 144 185 -8 
 144 206 20 
 144 248 -91 
 145 153 -88 
 145 168 1 
 145 170 80 
 145 187 42 
 145 199 -8 
 145 204 -37 
 145 205 56 
 145 220 -2 
 145 225 -86 
 145 236 -36 
 145 241 21 
 145 247 -47 
 145 249 -92 
 146 160 -84 
 146 189 -74 
 146 190 74 
 146 196 55 
 146 200 36 
 146 202 20 
 146 237 -17 
 146 250 75 
 147 156 -91 
 147 181 94 
 147 222 -6 
 147 248 -53 
 147 249 53 
 148 154 -44 
 148 159 66 
 148 172 -28 
 148 175 -72 
 148 179 61 
 148 215 2 
 148 217 47 
 148 229 -63 
 148 230 -83 
 148 239 -36 
 149 155 -22 
 149 180 23 
 149 181 33 
 149 187 -82 
 149 201 80 
 149 213 -60 
 149 216 -97 
 149 220 22 
 149 224 9 
 149 234 56 
 149 247 1 
 150 154 -36 
 150 156 -14 
 150 174 94 
 150 190 -42 
 150 193 -32 
 150 202 73 
 150 210 1 
 150 211 -94 
 150 216 -59 
 150 232 9 
 150 234 -74 
 150 246 90 
 150 249 3 
 151 151 -80 
 151 169 -59 
 151 179 78 
 151 213 -62 
 151 215 31 
 151 216 50 
 151 218 19 
 151 219 4 
 151 230 1 
 151 232 55 
 151 237 -10 
 152 173 32 
 152 187 -54 
 152 215 -9 
 152 223 -11 
 152 228 -66 
 152 238 73 
 152 243 -5 
 152 247 20 
 153 166 -15 
 153 173 -54 
 153 183 -78 
 153 191 94 
 153 193 -44 
 153 218 26 
 153 219 74 
 153 243 23 
 154 161 96 
 154 176 43 
 154 181 -18 
 154 203 -8 
 154 212 36 
 154 226 -60 
 155 162 -21 
 155 169 -98 
 155 174 -89 
 155 190 76 
 155 192 9 
 155 193 -50 
 155 194 -67 
 155 198 14 
 155 202 -62 
 155 228 89 
 155 235 -26 
 155 249 -43 
 156 188 -57 
 156 192 -21 
 156 210 -57 
 156 215 -3 
 156 228 -85 
 156 235 -68 
 157 163 50 
 157 169 8 
 157 188 9 
 157 206 82 
 157 209 15 
 157 212 85 
 157 235 -31 
 158 174 94 
 158 180 42 
 158 190 72 
 158 205 -81 
 158 210 -63 
 158 214 86 
 158 218 3 
 158 223 -48 
 158 225 -45 
 158 230 -50 
 159 165 -18 
 159 167 23 
 159 178 -35 
 159 190 83 
 159 193 69 
 159 196 56 
 159 220 -51 
 159 229 70 
 159 235 30 
 159 246 69 
 160 161 18 
 160 167 93 
 160 169 -87 
 160 189 -30 
 160 198 90 
 160 203 79 
 160 208 27 
 160 235 95 
 160 237 -42 
 160 240 28 
 161 167 53 
 161 170 84 
 161 171 1 
 161 179 79 
 161 182 85 
 161 193 9 
 161 201 -51 
 161 204 -87 
 161 209 -58 
 161 215 -55 
 161 219 72 
 161 227 40 
 161 236 -83 
 161 241 96 
 162 162 -48 
 162 172 61 
 162 175 39 
 162 179 17 
 162 189 -66 
 162 192 65 
 162 193 54 
 162 198 -34 
 162 199 -54 
 162 203 -37 
 162 204 -17 
 162 205 -69 
 162 218 -77 
 162 219 55 
 162 230 -85 
 162 231 -58 
 162 233 89 
 162 236 -20 
 163 194 72 
 163 203 -4 
 163 209 -28 
 163 225 69 
 163 234 83 
 163 237 28 
 163 241 18 
 164 164 -12 
 164 176 -74 
 164 204 15 
 164 207 96 
 164 209 -83 
 164 222 -13 
 164 237 39 
 165 167 -35 
 165 191 93 
 165 194 -12 
 165 203 -72 
 165 216 82 
 165 217 53 
 165 222 69 
 165 233 -84 
 165 242 -1 
 166 173 -5 
 166 181 4 
 166 186 99 
 166 195 45 
 166 197 10 
 166 219 -19 
 166 224 -40 
 166 230 -90 
 166 241 -24 
 166 242 -26 
 167 191 80 
 167 197 60 
 167 202 76 
 167 212 -41 
 167 221 -95 
 167 230 -99 
 167 248 -75 
 167 250 -51 
 168 172 46 
 168 180 66 
 168 183 52 
 168 184 -37 
 168 197 16 
 168 201 88 
 168 203 -12 
 168 221 26 
 168 230 98 
 168 234 -16 
 168 240 16 
 169 180 5 
 169 192 67 
 169 203 -79 
 169 211 -61 
 169 216 -53 
 169 224 53 
 169 232 -93 
 169 233 -5 
 169 235 -24 
 170 175 11 
 170 179 88 
 170 182 23 
 170 187 32 
 170 199 -10 
 170 206 18 
 170 211 -99 
 170 222 -58 
 170 224 -53 
 170 230 39 
 170 247 58 
 171 176 -10 
 171 181 -71 
 171 197 84 
 171 198 99 
 171 222 69 
 171 233 10 
 172 176 97 
 172 177 -73 
 172 183 89 
 172 186 84 
 172 192 66 
 172 193 -68 
 172 203 -79 
 172 215 -41 
 172 224 29 
 172 242 92 
 173 180 34 
 173 184 62 
 173 191 -62 
 173 193 -64 
 173 203 -24 
 173 214 -53 
 173 217 -32 
 173 221 69 
 173 222 88 
 173 223 49 
 173 231 49 
 173 247 55 
 173 249 78 
 174 175 51 
 174 178 33 
 174 203 96 
 174 208 -85 
 174 209 -55 
 174 211 54 
 174 232 -92 
 174 235 45 
 174 250 -39 
 175 175 57 
 175 199 -26 
 175 206 72 
 175 207 -41 
 175 217 29 
 175 225 21 
 175 250 81 
 176 176 84 
 176 219 55 
 176 223 -2 
 176 227 -79 
 177 220 -45 
 177 246 95 
 178 181 -71 
 178 200 -67 
 178 204 80 
 178 216 -42 
 178 218 63 
 178 225 -84 
 178 226 -4 
 178 227 37 
 178 232 -69 
 179 189 7 
 179 191 21 
 179 203 11 
 179 209 5 
 179 221 -21 
 179 227 -86 
 179 229 53 
 179 235 68 
 180 208 82 
 180 213 -92 
 180 231 -72 
 180 242 14 
 181 212 -9 
 181 218 -89 
 181 221 -43 
 181 229 30 
 182 183 -54 
 182 203 38 
 182 215 48 
 182 221 68 
 182 227 96 
 182 237 -3 
 182 239 -21 
 183 191 -82 
 183 198 37 
 183 206 -29 
 183 207 -39 
 183 209 -58 
 183 212 4 
 183 214 76 
 183 218 62 
 183 223 97 
 183 228 -6 
 183 239 -33 
 184 196 69 
 184 211 16 
 184 215 27 
 184 222 85 
 184 224 14 
 184 239 19 
 185 203 44 
 185 227 69 
 185 238 -25 
 185 239 -31 
 186 191 -83 
 186 214 -17 
 186 234 4 
 187 195 91 
 187 199 88 
 187 212 56 
 187 231 60 
 187 234 -2 
 187 238 93 
 187 244 34 
 187 246 36 
 188 191 -17 
 188 199 39 
 188 203 44 
 188 221 -37 
 188 236 44 
 189 202 64 
 189 205 91 
 189 210 -95 
 189 214 -74 
 189 215 -26 
 190 192 17 
 190 201 67 
 190 205 45 
 190 212 11 
 191 194 -29 
 191 195 -43 
 191 196 87 
 191 199 57 
 191 222 12 
 191 234 68 
 191 246 -35 
 191 247 8 
 191 248 -15 
 192 200 -49 
 192 205 -72 
 192 210 73 
 192 216 70 
 192 222 77 
 192 225 76 
 192 227 -12 
 192 235 57 
 192 249 52 
 193 195 51 
 193 202 72 
 193 210 -87 
 193 239 -9 
 193 240 41 
 194 206 -49 
 194 208 88 
 194 215 -30 
 194 227 -35 
 194 243 30 
 194 249 -17 
 195 212 -7 
 195 213 -53 
 195 214 -46 
 195 237 -14 
 196 203 45 
 196 208 31 
 196 223 -35 
 196 228 -99 
 197 199 51 
 197 202 -75 
 197 221 16 
 197 233 64 
 197 237 -4 
 197 243 -13 
 197 247 -1 
 198 198 86 
 198 203 57 
 198 230 -54 
 198 236 69 
 198 250 56 
 199 200 -72 
 199 221 62 
 199 223 -26 
 199 227 46 
 200 200 18 
 200 212 80 
 200 219 -11 
 200 220 20 
 200 233 -80 
 200 242 -26 
 200 243 -51 
 200 248 -20 
 201 208 -49 
 201 213 -35 
 201 218 -19 
 201 224 -60 
 201 243 -36 
 202 207 29 
 202 212 51 
 202 219 -38 
 202 222 -47 
 203 204 -57 
 203 205 62 
 203 208 -30 
 203 217 -62 
 203 219 46 
 203 221 -67 
 203 235 7 
 203 245 -38 
 203 247 88 
 204 210 -30 
 204 214 85 
 204 229 21 
 204 231 55 
 204 245 56 
 204 248 2 
 205 220 23 
 205 232 -58 
 205 234 -48 
 206 206 6 
 206 226 14 
 206 241 -7 
 206 244 47 
 207 208 -56 
 207 219 62 
 207 237 79 
 207 244 -86 
 208 210 100 
 208 211 -97 
 208 217 49 
 208 235 -51 
 208 241 8 
 208 242 35 
 208 244 9 
 209 212 -86 
 209 220 -96 
 209 222 -86 
 209 234 -37 
 209 235 -54 
 209 246 -46 
 210 212 60 
 210 226 10 
 210 235 25 
 210 238 -92 
 210 239 -98 
 211 213 -27 
 211 240 -5 
 211 243 31 
 211 245 70 
 211 248 -74 
 212 218 -79 
 212 231 -67 
 212 250 27 
 213 223 1 
 213 230 77 
 213 236 -74 
 214 219 -82 
 214 225 75 
 215 225 3 
 215 248 -83 
 216 218 81 
 216 226 -82 
 216 246 54 
 216 250 40 
 217 230 -56 
 217 244 21 
 218 246 4 
 219 242 4 
 219 249 -83 
 220 227 30 
 221 224 82 
 221 231 -19 
 222 225 -57 
 222 244 21 
 223 246 -11 
 223 250 -56 
 224 235 -35 
 224 236 -90 
 224 241 26 
 225 229 -10 
 225 239 -93 
 225 240 61 
 225 241 -89 
 226 236 -91 
 226 237 77 
 226 243 -15 
 227 232 -39 
 227 235 48 
 227 239 -96 
 227 246 -99 
 227 248 -2 
 227 249 58 
 231 233 -2 
 231 246 42 
 231 250 68 
 232 238 98 
 232 249 -89 
 233 234 -80 
 234 239 72 
 234 246 80 
 235 236 -26 
 236 237 89 
 237 238 -83 
 237 240 71 
 238 250 -52 
 239 245 -41 
 240 244 -9 
 240 247 -93 
 244 244 -99 
 245 250 60 
 247 250 1 
 248 250 -63 
 250 250 15 
 250 3069 
 1 22 -64 
 1 25 10 
 1 26 37 
 1 33 98 
 1 39 -12 
 1 45 -40 
 1 58 99 
 1 75 89 
 1 84 -39 
 1 93 82 
 1 103 -56 
 1 109 -85 
 1 110 96 
 1 120 -91 
 1 133 82 
 1 137 -39 
 1 142 -31 
 1 144 35 
 1 172 -5 
 1 177 3 
 1 178 -79 
 1 181 3 
 1 185 -19 
 1 195 9 
 1 208 88 
 1 225 -18 
 1 233 -94 
 1 238 19 
 2 4 95 
 2 19 61 
 2 21 -54 
 2 27 -62 
 2 34 -43 
 2 56 -16 
 2 82 14 
 2 95 13 
 2 98 -54 
 2 106 -77 
 2 107 61 
 2 110 -50 
 2 123 -97 
 2 124 42 
 2 133 29 
 2 139 -2 
 2 140 70 
 2 157 54 
 2 171 42 
 2 172 69 
 2 197 -86 
 2 199 29 
 2 203 9 
 2 208 -48 
 2 221 55 
 2 242 -12 
 3 13 -92 
 3 16 59 
 3 20 -57 
 3 26 -93 
 3 27 19 
 3 49 15 
 3 53 62 
 3 61 -29 
 3 65 53 
 3 70 15 
 3 83 -76 
 3 88 25 
 3 100 13 
 3 107 -82 
 3 108 8 
 3 111 63 
 3 118 -35 
 3 124 -67 
 3 127 39 
 3 157 -89 
 3 167 62 
 3 194 -27 
 3 199 60 
 3 220 22 
 3 231 69 
 3 235 -64 
 3 237 23 
 3 243 -69 
 4 7 45 
 4 13 -12 
 4 20 79 
 4 46 -28 
 4 56 -67 
 4 63 -84 
 4 78 -26 
 4 95 -30 
 4 111 -33 
 4 118 47 
 4 120 -91 
 4 124 16 
 4 156 100 
 4 168 -97 
 4 197 -49 
 4 209 14 
 4 216 -27 
 4 228 -9 
 4 238 71 
 5 15 31 
 5 28 -28 
 5 29 56 
 5 30 69 
 5 52 4 
 5 63 -50 
 5 72 12 
 5 86 48 
 5 89 -17 
 5 104 11 
 5 105 -88 
 5 133 -65 
 5 135 8 
 5 152 100 
 5 160 -39 
 5 163 83 
 5 164 -36 
 5 183 -97 
 5 190 -42 
 5 199 -27 
 5 201 -72 
 5 217 -47 
 5 226 57 
 5 233 -70 
 5 234 71 
 5 235 -8 
 5 240 15 
 5 243 -19 
 5 245 -63 
 6 10 -49 
 6 12 -62 
 6 34 89 
 6 41 36 
 6 59 -76 
 6 67 82 
 6 68 75 
 6 115 -75 
 6 120 -57 
 6 148 60 
 6 150 28 
 6 164 39 
 6 172 92 
 6 182 20 
 6 196 18 
 6 197 -92 
 6 213 -26 
 6 214 -88 
 6 219 71 
 6 225 23 
 6 230 58 
 6 232 16 
 6 240 -92 
 6 242 40 
 6 247 -85 
 6 249 78 
 7 24 -99 
 7 28 48 
 7 31 15 
 7 41 71 
 7 82 36 
 7 105 -75 
 7 130 -87 
 7 145 -29 
 7 150 -97 
 7 158 -3 
 7 169 36 
 7 171 -49 
 7 183 8 
 7 184 93 
 7 200 28 
 7 206 89 
 7 228 39 
 7 232 -1 
 7 240 66 
 7 242 -70 
 7 243 81 
 8 24 52 
 8 27 100 
 8 40 82 
 8 51 -72 
 8 53 96 
 8 54 61 
 8 59 -65 
 8 64 -89 
 8 76 23 
 8 100 88 
 8 127 17 
 8 134 95 
 8 136 18 
 8 139 -54 
 8 152 -15 
 8 164 -12 
 8 194 49 
 8 204 7 
 8 212 10 
 8 214 88 
 8 230 -38 
 9 27 -62 
 9 33 -67 
 9 42 32 
 9 46 -6 
 9 54 12 
 9 61 55 
 9 77 -13 
 9 78 -51 
 9 83 78 
 9 93 -46 
 9 102 53 
 9 103 -95 
 9 159 -90 
 9 163 -60 
 9 165 -2 
 9 175 -60 
 9 192 -88 
 9 199 -82 
 9 221 -14 
 9 224 64 
 9 227 22 
 10 15 48 
 10 25 -38 
 10 34 -28 
 10 51 -70 
 10 59 -60 
 10 78 54 
 10 94 1 
 10 116 -10 
 10 186 18 
 10 218 -7 
 10 229 -48 
 10 238 -76 
 10 243 65 
 10 244 54 
 10 248 21 
 10 249 -48 
 11 11 64 
 11 12 34 
 11 14 -70 
 11 21 42 
 11 43 -6 
 11 51 -75 
 11 59 83 
 11 72 -54 
 11 85 68 
 11 94 42 
 11 99 -67 
 11 105 20 
 11 109 40 
 11 116 27 
 11 122 16 
 11 126 14 
 11 131 78 
 11 132 33 
 11 133 -94 
 11 135 47 
 11 139 -74 
 11 142 44 
 11 171 5 
 11 172 -12 
 11 182 49 
 11 184 95 
 11 188 -93 
 11 219 -73 
 11 240 -48 
 12 22 -47 
 12 43 3 
 12 44 -21 
 12 53 -81 
 12 56 -48 
 12 57 -2 
 12 65 -7 
 12 68 92 
 12 71 68 
 12 78 -17 
 12 80 50 
 12 84 -98 
 12 97 -56 
 12 101 36 
 12 103 47 
 12 112 -39 
 12 144 -39 
 12 152 -67 
 12 159 -11 
 12 177 -63 
 12 202 91 
 12 236 71 
 12 245 2 
 13 23 44 
 13 26 5 
 13 36 -82 
 13 45 -84 
 13 56 -64 
 13 57 -30 
 13 60 -58 
 13 78 24 
 13 84 24 
 13 132 3 
 13 135 32 
 13 153 -25 
 13 156 69 
 13 161 32 
 13 167 -97 
 13 205 62 
 13 207 41 
 13 228 -47 
 13 235 47 
 13 244 -26 
 14 52 -82 
 14 67 -62 
 14 77 4 
 14 78 -34 
 14 109 -67 
 14 115 43 
 14 118 -3 
 14 131 82 
 14 138 77 
 14 157 93 
 14 169 -37 
 14 172 -69 
 14 175 79 
 14 177 -74 
 14 209 -1 
 14 218 -71 
 14 233 71 
 14 234 41 
 14 247 92 
 15 40 -37 
 15 51 -21 
 15 55 -3 
 15 60 100 
 15 73 -64 
 15 98 -35 
 15 105 -72 
 15 117 -76 
 15 138 -1 
 15 150 12 
 15 169 47 
 15 176 -34 
 15 184 87 
 15 203 -35 
 15 216 -86 
 15 247 -13 
 16 19 41 
 16 24 75 
 16 25 -60 
 16 38 10 
 16 40 33 
 16 42 90 
 16 56 8 
 16 61 35 
 16 71 40 
 16 74 32 
 16 89 -64 
 16 94 -85 
 16 122 -12 
 16 171 94 
 16 176 22 
 16 192 99 
 16 198 62 
 16 230 -32 
 16 232 55 
 16 236 -96 
 16 247 -50 
 17 17 -76 
 17 32 -23 
 17 35 38 
 17 38 -25 
 17 39 79 
 17 51 -71 
 17 67 38 
 17 95 -66 
 17 118 -33 
 17 119 7 
